0,0000 0,00 0,00 0,00 0,00 0,00 0,00
9684,0000 110,28 4,81 0,00 1,34 -660,73 474,44
9696,0000 110,28 4,81 0,00 1,48 -660,88 474,55
9697,0000 110,28 4,81 0,00 1,60 -661,03 474,65
9709,0000 112,84 6,20 0,00 1,73 -661,18 474,75
9710,0000 112,84 6,20 0,00 1,84 -661,32 474,85
9711,0000 112,84 6,20 0,00 1,96 -661,45 474,94
9725,0000 117,56 7,74 0,00 2,06 -661,58 475,03
9729,0000 117,56 7,74 0,00 2,17 -661,71 475,12
9758,0000 123,29 10,10 0,00 2,26 -661,84 475,20
9759,0000 128,34 10,39 0,00 2,36 -661,96 475,28
9760,0000 128,34 10,39 0,00 2,45 -662,08 475,36
9779,0000 134,70 11,38 0,00 2,53 -662,19 475,43
9780,0000 134,70 11,38 0,00 2,61 -662,30 475,50
9791,0000 134,70 11,38 0,00 2,68 -662,41 475,57
9792,0000 134,70 11,38 0,00 2,75 -662,51 475,63
9793,0000 134,70 11,38 0,00 2,80 -662,60 475,69
9804,0000 140,81 11,20 0,00 2,86 -662,69 475,75
9804,0000 140,81 11,20 0,00 2,90 -662,76 475,79
9832,0000 146,22 10,75 0,00 2,93 -662,82 475,83
9833,0000 152,84 9,49 0,00 2,94 -662,87 475,86
9835,0000 152,84 9,49 0,00 2,94 -662,90 475,87
9849,0000 152,84 9,49 0,00 2,93 -662,91 475,87
9850,0000 152,84 9,49 0,00 2,90 -662,90 475,86
9860,0000 159,32 8,48 0,00 2,84 -662,87 475,82
9861,0000 159,32 8,48 0,00 2,77 -662,81 475,77
9862,0000 159,32 8,48 0,00 2,68 -662,74 475,70
9873,0000 165,78 7,42 0,00 2,56 -662,64 475,61
9874,0000 165,78 7,42 0,00 2,41 -662,51 475,50
9895,0000 172,74 6,85 0,00 2,24 -662,37 475,37
9896,0000 172,74 6,85 0,00 2,04 -662,20 475,23
9897,0000 172,74 6,85 0,00 1,82 -662,01 475,06
9909,0000 179,59 6,76 0,00 1,56 -661,80 474,87
9910,0000 179,59 6,76 0,00 1,27 -661,57 474,66
9922,0000 179,59 6,76 0,00 0,96 -661,32 474,43
9922,0000 179,59 6,76 0,00 0,61 -661,05 474,17
9923,0000 179,59 6,76 0,00 0,23 -660,76 473,90
9933,0000 186,41 7,09 0,00 -0,18 -660,45 473,60
9935,0000 186,41 7,09 0,00 -0,62 -660,12 473,28
9948,0000 193,14 6,94 0,00 -1,10 -659,78 472,94
9949,0000 193,14 6,94 0,00 -1,62 -659,42 472,58
9949,0000 193,14 6,94 0,00 -2,16 -659,04 472,19
9960,0000 193,14 6,94 0,00 -2,74 -658,65 471,79
9962,0000 193,14 6,94 0,00 -3,35 -658,24 471,36
9986,0000 205,52 8,28 0,00 -3,99 -657,81 470,92
9987,0000 205,52 8,28 0,00 -4,67 -657,37 470,45
9988,0000 205,52 8,28 0,00 -5,37 -656,91 469,96
10002,0000 211,79 9,79 0,00 -6,10 -656,44 469,46
10003,0000 211,79 9,79 0,00 -6,86 -655,95 468,94
10021,0000 215,92 10,16 0,00 -7,65 -655,45 468,40
10022,0000 215,92 10,16 0,00 -8,47 -654,94 467,84
10023,0000 215,92 10,16 0,00 -9,30 -654,41 467,27
10034,0000 215,92 10,16 0,00 -10,17 -653,87 466,69
10035,0000 215,92 10,16 0,00 -11,05 -653,31 466,08
10046,0000 217,04 9,48 0,00 -11,96 -652,74 465,47
10047,0000 217,04 9,48 0,00 -12,90 -652,16 464,83
10048,0000 217,04 9,48 0,00 -13,85 -651,56 464,18
10060,0000 219,47 9,99 0,00 -14,83 -650,95 463,52
10061,0000 219,47 9,99 0,00 -15,83 -650,32 462,84
10073,0000 221,83 10,91 0,00 -16,85 -649,67 462,15
10074,0000 221,83 10,91 0,00 -17,89 -649,00 461,44
10080,0000 221,83 10,91 0,00 -18,95 -648,33 460,71
10091,0000 221,83 10,91 0,00 -20,03 -647,63 459,97
10092,0000 222,15 10,40 0,00 -21,12 -646,92 459,22
10102,0000 222,15 10,40 0,00 -22,22 -646,20 458,46
10104,0000 222,15 10,40 0,00 -23,33 -645,47 457,69
10104,0000 222,15 10,40 0,00 -24,45 -644,73 456,91
10118,0000 222,49 10,36 0,00 -25,58 -643,98 456,13
10127,0000 222,49 10,36 0,00 -26,72 -643,23 455,35
10139,0000 222,15 10,47 0,00 -27,85 -642,47 454,56
10140,0000 222,15 10,47 0,00 -28,99 -641,71 453,78
10149,0000 223,69 11,24 0,00 -30,13 -640,95 452,99
10160,0000 223,69 11,24 0,00 -31,27 -640,18 452,20
10161,0000 223,69 11,24 0,00 -32,40 -639,42 451,42
10226,0000 223,83 11,23 0,00 -33,53 -638,66 450,64
10227,0000 223,83 11,23 0,00 -34,65 -637,90 449,86
10227,0000 223,83 11,23 0,00 -35,76 -637,14 449,09
10247,0000 223,83 11,28 0,00 -36,86 -636,40 448,32
10248,0000 223,83 11,28 0,00 -37,96 -635,65 447,56
10259,0000 223,78 11,23 0,00 -39,04 -634,92 446,81
10259,0000 223,78 11,23 0,00 -40,11 -634,19 446,06
10260,0000 223,78 11,23 0,00 -41,17 -633,47 445,33
10281,0000 223,57 11,19 0,00 -42,21 -632,77 444,61
10282,0000 223,57 11,19 0,00 -43,24 -632,07 443,90
10292,0000 223,57 11,19 0,00 -44,26 -631,38 443,19
10293,0000 223,57 11,19 0,00 -45,25 -630,70 442,50
10294,0000 223,57 11,19 0,00 -46,23 -630,04 441,82
10306,0000 223,79 11,17 0,00 -47,20 -629,38 441,16
10307,0000 223,79 11,17 0,00 -48,15 -628,74 440,50
10329,0000 223,59 11,21 0,00 -49,08 -628,11 439,86
10333,0000 222,42 10,46 0,00 -49,99 -627,50 439,22
10334,0000 222,42 10,46 0,00 -50,88 -626,89 438,61
10351,0000 222,34 11,38 0,00 -51,76 -626,30 438,00
10353,0000 222,34 11,38 0,00 -52,61 -625,72 437,41
10366,0000 222,34 11,38 0,00 -53,45 -625,16 436,83
10367,0000 222,34 11,38 0,00 -54,27 -624,61 436,26
10368,0000 222,34 11,38 0,00 -55,07 -624,08 435,71
10381,0000 221,60 11,62 0,00 -55,85 -623,56 435,17
10382,0000 221,60 11,62 0,00 -56,61 -623,05 434,65
10398,0000 220,66 11,74 0,00 -57,35 -622,56 434,14
10399,0000 220,66 11,74 0,00 -58,08 -622,08 433,64
10400,0000 220,66 11,74 0,00 -58,78 -621,62 433,16
10423,0000 219,22 12,02 0,00 -59,46 -621,17 432,69
10424,0000 219,22 12,02 0,00 -60,13 -620,74 432,23
10441,0000 217,86 12,15 0,00 -60,77 -620,32 431,79
10441,0000 217,86 12,15 0,00 -61,40 -619,91 431,36
10442,0000 217,86 12,15 0,00 -62,01 -619,52 430,95
10468,0000 215,00 12,44 0,00 -62,60 -619,15 430,54
10469,0000 215,00 12,44 0,00 -63,17 -618,78 430,16
10480,0000 215,00 12,44 0,00 -63,72 -618,43 429,78
10482,0000 213,35 12,82 0,00 -64,25 -618,09 429,42
10483,0000 213,35 12,82 0,00 -64,76 -617,77 429,07
10495,0000 213,35 12,82 0,00 -65,25 -617,46 428,73
10496,0000 213,35 12,82 0,00 -65,72 -617,16 428,41
10507,0000 211,34 13,01 0,00 -66,17 -616,87 428,10
10508,0000 211,34 13,01 0,00 -66,60 -616,60 427,81
10509,0000 211,34 13,01 0,00 -67,02 -616,33 427,52
10522,0000 208,76 12,97 0,00 -67,41 -616,09 427,26
10523,0000 208,76 12,97 0,00 -67,78 -615,85 427,00
10534,0000 208,76 12,97 0,00 -68,13 -615,62 426,76
10535,0000 208,76 12,97 0,00 -68,45 -615,41 426,54
10537,0000 204,67 12,88 0,00 -68,76 -615,21 426,32
10548,0000 204,67 12,88 0,00 -69,05 -615,03 426,12
10549,0000 204,67 12,88 0,00 -69,32 -614,85 425,94
10559,0000 199,48 12,99 0,00 -69,56 -614,68 425,77
10560,0000 199,48 12,99 0,00 -69,79 -614,53 425,61
10561,0000 199,48 12,99 0,00 -69,99 -614,39 425,47
10573,0000 199,48 12,99 0,00 -70,18 -614,26 425,33
10574,0000 199,48 12,99 0,00 -70,34 -614,14 425,21
10590,0000 193,23 12,63 0,00 -70,49 -614,03 425,11
10591,0000 193,23 12,63 0,00 -70,61 -613,94 425,02
10592,0000 185,35 11,91 0,00 -70,72 -613,85 424,94
10609,0000 185,35 11,91 0,00 -70,80 -613,78 424,87
10610,0000 185,35 11,91 0,00 -70,87 -613,71 424,82
10643,0000 168,58 11,40 0,00 -70,91 -613,66 424,78
10645,0000 168,58 11,40 0,00 -70,94 -613,62 424,75
10645,0000 168,58 11,40 0,00 -70,94 -613,60 424,74
10657,0000 161,36 12,16 0,00 -70,92 -613,58 424,74
10657,0000 161,36 12,16 0,00 -70,89 -613,58 424,76
10682,0000 154,93 12,99 0,00 -70,82 -613,59 424,79
10683,0000 154,93 12,99 0,00 -70,74 -613,62 424,83
10684,0000 154,93 12,99 0,00 -70,63 -613,66 424,90
10698,0000 149,53 13,75 0,00 -70,49 -613,72 424,98
10699,0000 149,53 13,75 0,00 -70,32 -613,80 425,08
10713,0000 144,35 14,37 0,00 -70,12 -613,89 425,20
10714,0000 144,35 14,37 0,00 -69,89 -614,01 425,34
10715,0000 144,35 14,37 0,00 -69,62 -614,15 425,51
10726,0000 139,79 14,94 0,00 -69,31 -614,31 425,71
10727,0000 139,79 14,94 0,00 -68,96 -614,50 425,93
10737,0000 139,79 14,94 0,00 -68,58 -614,71 426,19
10738,0000 139,79 14,94 0,00 -68,15 -614,94 426,47
10739,0000 139,79 14,94 0,00 -67,67 -615,21 426,78
10751,0000 135,88 14,37 0,00 -67,16 -615,49 427,12
10752,0000 135,88 14,37 0,00 -66,59 -615,80 427,50
10763,0000 132,69 14,49 0,00 -65,99 -616,13 427,89
10763,0000 132,69 14,49 0,00 -65,34 -616,48 428,32
10764,0000 132,69 14,49 0,00 -64,66 -616,85 428,77
10777,0000 132,69 14,49 0,00 -63,93 -617,24 429,25
10778,0000 130,53 15,32 0,00 -63,17 -617,64 429,75
10790,0000 130,53 15,32 0,00 -62,38 -618,05 430,27
10790,0000 130,53 15,32 0,00 -61,55 -618,49 430,82
10791,0000 130,53 15,32 0,00 -60,69 -618,93 431,38
10804,0000 128,52 15,10 0,00 -59,80 -619,38 431,96
10806,0000 128,52 15,10 0,00 -58,89 -619,85 432,56
10817,0000 127,81 15,88 0,00 -57,95 -620,32 433,17
10841,0000 126,60 15,30 0,00 -56,99 -620,80 433,79
10842,0000 126,60 15,30 0,00 -56,02 -621,29 434,43
10857,0000 126,43 15,44 0,00 -55,02 -621,79 435,08
10857,0000 126,43 15,44 0,00 -54,01 -622,29 435,73
10873,0000 125,95 15,37 0,00 -52,99 -622,80 436,40
10873,0000 125,95 15,37 0,00 -51,96 -623,31 437,07
10882,0000 125,95 15,37 0,00 -50,92 -623,82 437,75
10894,0000 126,47 15,86 0,00 -49,87 -624,34 438,43
10895,0000 126,47 15,86 0,00 -48,82 -624,86 439,11
10919,0000 126,79 15,61 0,00 -47,76 -625,37 439,80
10920,0000 126,79 15,61 0,00 -46,70 -625,89 440,48
10921,0000 126,79 15,61 0,00 -45,64 -626,40 441,17
10932,0000 126,06 15,96 0,00 -44,58 -626,92 441,86
10933,0000 126,06 15,96 0,00 -43,52 -627,43 442,54
10945,0000 126,20 15,79 0,00 -42,46 -627,94 443,23
10946,0000 126,20 15,79 0,00 -41,41 -628,45 443,90
10947,0000 126,20 15,79 0,00 -40,37 -628,95 444,58
10958,0000 126,20 15,79 0,00 -39,34 -629,45 445,25
10974,0000 125,82 15,61 0,00 -38,31 -629,95 445,91
10989,0000 125,67 15,12 0,00 -37,30 -630,44 446,56
10989,0000 125,67 15,12 0,00 -36,30 -630,92 447,21
10990,0000 125,67 15,12 0,00 -35,31 -631,40 447,85
11004,0000 125,02 14,97 0,00 -34,33 -631,87 448,48
11011,0000 125,02 14,97 0,00 -33,37 -632,33 449,10
11027,0000 125,04 15,19 0,00 -32,43 -632,78 449,71
11029,0000 125,04 15,19 0,00 -31,50 -633,23 450,30
11031,0000 125,04 15,19 0,00 -30,59 -633,67 450,89
11065,0000 124,20 14,81 0,00 -29,70 -634,10 451,46
11067,0000 124,20 14,81 0,00 -28,82 -634,53 452,03
11077,0000 123,92 14,28 0,00 -27,97 -634,95 452,58
11079,0000 123,92 14,28 0,00 -27,13 -635,36 453,12
11080,0000 123,92 14,28 0,00 -26,31 -635,76 453,65
11104,0000 123,97 14,45 0,00 -25,50 -636,15 454,16
11105,0000 123,97 14,45 0,00 -24,72 -636,54 454,67
11122,0000 123,88 14,50 0,00 -23,95 -636,92 455,16
11132,0000 123,92 14,51 0,00 -23,21 -637,30 455,64
11133,0000 123,92 14,51 0,00 -22,48 -637,66 456,11
11143,0000 123,92 14,51 0,00 -21,77 -638,02 456,57
11145,0000 123,92 14,51 0,00 -21,08 -638,38 457,02
11166,0000 123,93 13,84 0,00 -20,40 -638,73 457,45
11169,0000 123,92 14,26 0,00 -19,74 -639,07 457,88
11170,0000 123,92 14,26 0,00 -19,11 -639,41 458,29
11181,0000 123,92 14,26 0,00 -18,48 -639,74 458,70
11182,0000 123,92 14,26 0,00 -17,88 -640,06 459,09
11194,0000 124,85 14,05 0,00 -17,29 -640,38 459,47
11194,0000 124,85 14,05 0,00 -16,72 -640,69 459,85
11195,0000 124,85 14,05 0,00 -16,16 -641,00 460,21
11206,0000 124,41 14,07 0,00 -15,62 -641,30 460,56
11208,0000 124,41 14,07 0,00 -15,10 -641,60 460,91
11221,0000 124,41 14,07 0,00 -14,60 -641,89 461,24
11222,0000 124,41 14,07 0,00 -14,10 -642,17 461,56
11223,0000 124,54 14,06 0,00 -13,63 -642,45 461,88
11401,0000 169,24 14,58 0,00 -13,17 -642,72 462,18
11402,0000 169,24 14,58 0,00 -12,72 -642,98 462,48
11506,0000 205,72 12,24 0,00 -12,29 -643,24 462,76
11507,0000 205,72 12,24 0,00 -11,88 -643,49 463,04
11520,0000 205,72 12,24 0,00 -11,48 -643,74 463,30
11536,0000 208,55 11,21 0,00 -11,09 -643,98 463,56
11537,0000 208,55 11,21 0,00 -10,72 -644,21 463,81
11548,0000 211,16 10,45 0,00 -10,36 -644,44 464,05
11550,0000 211,16 10,45 0,00 -10,03 -644,66 464,28
11551,0000 211,16 10,45 0,00 -9,74 -644,86 464,50
11562,0000 212,67 10,78 0,00 -9,48 -645,05 464,69
11563,0000 212,67 10,78 0,00 -9,27 -645,21 464,86
11577,0000 215,21 11,76 0,00 -9,12 -645,34 465,00
11578,0000 215,21 11,76 0,00 -9,03 -645,44 465,08
11579,0000 215,21 11,76 0,00 -9,02 -645,49 465,12
11590,0000 215,21 11,76 0,00 -9,08 -645,50 465,10
11591,0000 215,21 11,76 0,00 -9,23 -645,47 465,01
11603,0000 214,54 10,75 0,00 -9,46 -645,38 464,86
11604,0000 214,54 10,75 0,00 -9,78 -645,25 464,64
11604,0000 214,54 10,75 0,00 -10,19 -645,07 464,37
11617,0000 216,43 11,80 0,00 -10,69 -644,84 464,04
11618,0000 216,43 11,80 0,00 -11,26 -644,57 463,66
11630,0000 216,43 11,80 0,00 -11,91 -644,26 463,24
11631,0000 216,43 11,80 0,00 -12,62 -643,91 462,77
11632,0000 216,43 11,80 0,00 -13,40 -643,53 462,26
11643,0000 215,56 11,97 0,00 -14,22 -643,11 461,72
11643,0000 215,56 11,97 0,00 -15,09 -642,67 461,14
11655,0000 215,91 11,78 0,00 -16,01 -642,20 460,54
11655,0000 215,91 11,78 0,00 -16,96 -641,71 459,91
11656,0000 215,91 11,78 0,00 -17,94 -641,20 459,26
11687,0000 216,17 11,98 0,00 -18,95 -640,66 458,60
11688,0000 216,17 11,98 0,00 -19,98 -640,12 457,92
11708,0000 216,05 12,02 0,00 -21,03 -639,55 457,22
11709,0000 216,05 12,02 0,00 -22,10 -638,98 456,52
11710,0000 216,05 12,02 0,00 -23,18 -638,40 455,81
11721,0000 216,05 12,02 0,00 -24,27 -637,80 455,09
11723,0000 216,05 12,02 0,00 -25,36 -637,20 454,37
11745,0000 216,08 11,98 0,00 -26,46 -636,60 453,64
11746,0000 216,08 11,98 0,00 -27,56 -636,00 452,91
11747,0000 216,08 11,98 0,00 -28,66 -635,39 452,19
11757,0000 216,08 11,98 0,00 -29,75 -634,78 451,47
11758,0000 216,08 11,98 0,00 -30,84 -634,17 450,75
11770,0000 216,12 11,70 0,00 -31,92 -633,57 450,03
11771,0000 216,12 11,70 0,00 -32,99 -632,97 449,32
11772,0000 216,12 11,70 0,00 -34,06 -632,38 448,62
11802,0000 216,21 11,40 0,00 -35,11 -631,79 447,93
11803,0000 216,21 11,40 0,00 -36,15 -631,20 447,24
11818,0000 216,15 11,37 0,00 -37,17 -630,63 446,56
11819,0000 216,15 11,37 0,00 -38,18 -630,06 445,90
11819,0000 216,15 11,37 0,00 -39,18 -629,50 445,24
11831,0000 216,15 11,37 0,00 -40,16 -628,95 444,59
11832,0000 216,15 11,37 0,00 -41,12 -628,41 443,96
11850,0000 216,25 11,74 0,00 -42,07 -627,88 443,33
11850,0000 216,25 11,74 0,00 -43,00 -627,36 442,72
11852,0000 216,25 11,74 0,00 -43,92 -626,85 442,12
11864,0000 216,11 11,41 0,00 -44,81 -626,36 441,53
11865,0000 216,11 11,41 0,00 -45,69 -625,87 440,95
11876,0000 216,25 11,80 0,00 -46,55 -625,40 440,39
11876,0000 216,25 11,80 0,00 -47,39 -624,94 439,84
11877,0000 216,25 11,80 0,00 -48,21 -624,49 439,30
11911,0000 216,29 11,78 0,00 -49,01 -624,06 438,78
11912,0000 216,29 11,78 0,00 -49,80 -623,63 438,26
11923,0000 216,29 11,78 0,00 -50,57 -623,22 437,76
11924,0000 216,29 11,78 0,00 -51,31 -622,82 437,28
11925,0000 216,29 11,78 0,00 -52,04 -622,44 436,80
11937,0000 216,43 11,85 0,00 -52,76 -622,06 436,34
11938,0000 216,43 11,85 0,00 -53,45 -621,70 435,89
11952,0000 216,27 11,77 0,00 -54,12 -621,35 435,45
11953,0000 216,27 11,77 0,00 -54,78 -621,01 435,03
11954,0000 216,27 11,77 0,00 -55,42 -620,68 434,62
11974,0000 216,47 11,81 0,00 -56,04 -620,36 434,21
11975,0000 216,47 11,81 0,00 -56,65 -620,05 433,82
11986,0000 216,21 11,63 0,00 -57,23 -619,75 433,45
11987,0000 216,21 11,63 0,00 -57,80 -619,46 433,08
11988,0000 216,21 11,63 0,00 -58,36 -619,18 432,72
12003,0000 216,20 11,42 0,00 -58,89 -618,91 432,38
12004,0000 216,20 11,42 0,00 -59,41 -618,66 432,04
12024,0000 216,32 11,75 0,00 -59,92 -618,41 431,72
12025,0000 216,32 11,75 0,00 -60,41 -618,16 431,40
12026,0000 216,32 11,75 0,00 -60,88 -617,93 431,10
12037,0000 216,32 11,75 0,00 -61,34 -617,71 430,80
12038,0000 216,32 11,75 0,00 -61,78 -617,49 430,52
12049,0000 216,27 11,88 0,00 -62,21 -617,29 430,24
12054,0000 216,27 11,88 0,00 -62,63 -617,09 429,98
12056,0000 216,27 11,88 0,00 -63,03 -616,89 429,72
12069,0000 216,17 11,51 0,00 -63,42 -616,71 429,47
12070,0000 216,17 11,51 0,00 -63,80 -616,53 429,23
12082,0000 216,13 11,27 0,00 -64,16 -616,37 429,00
12084,0000 216,13 11,27 0,00 -64,51 -616,20 428,78
12085,0000 216,13 11,27 0,00 -64,85 -616,05 428,56
12096,0000 216,28 11,98 0,00 -65,18 -615,90 428,35
12096,0000 216,28 11,98 0,00 -65,49 -615,76 428,15
12136,0000 216,25 11,78 0,00 -65,79 -615,62 427,96
12140,0000 216,25 11,78 0,00 -66,09 -615,49 427,77
12141,0000 216,25 11,78 0,00 -66,37 -615,37 427,59
12152,0000 216,19 11,67 0,00 -66,64 -615,25 427,42
12153,0000 216,19 11,67 0,00 -66,91 -615,13 427,25
12168,0000 216,19 11,67 0,00 -67,16 -615,03 427,09
12169,0000 216,19 11,67 0,00 -67,40 -614,92 426,94
12170,0000 216,07 11,98 0,00 -67,64 -614,82 426,79
12181,0000 216,07 11,98 0,00 -67,86 -614,73 426,65
12182,0000 216,07 11,98 0,00 -68,08 -614,64 426,52
12193,0000 216,30 11,98 0,00 -68,28 -614,56 426,38
12194,0000 216,30 11,98 0,00 -68,48 -614,47 426,26
12195,0000 216,30 11,98 0,00 -68,68 -614,40 426,14
12206,0000 216,30 11,98 0,00 -68,86 -614,32 426,02
12207,0000 216,28 11,77 0,00 -69,04 -614,25 425,91
12219,0000 216,28 11,77 0,00 -69,21 -614,19 425,81
12220,0000 216,28 11,77 0,00 -69,37 -614,12 425,70
12221,0000 216,28 11,77 0,00 -69,53 -614,06 425,61
12246,0000 216,08 11,43 0,00 -69,68 -614,01 425,51
12255,0000 216,08 11,43 0,00 -69,82 -613,95 425,42
12267,0000 216,08 11,40 0,00 -69,96 -613,90 425,34
12267,0000 216,08 11,40 0,00 -70,09 -613,85 425,25
12269,0000 216,08 11,40 0,00 -70,21 -613,80 425,18
12291,0000 215,99 11,31 0,00 -70,33 -613,75 425,10
12293,0000 215,99 11,31 0,00 -70,45 -613,71 425,03
12304,0000 216,12 11,68 0,00 -70,56 -613,67 424,96
12305,0000 216,12 11,68 0,00 -70,66 -613,63 424,89
12306,0000 216,12 11,68 0,00 -70,76 -613,59 424,83
12322,0000 216,12 11,77 0,00 -70,86 -613,56 424,77
12322,0000 216,12 11,77 0,00 -70,95 -613,52 424,71
12355,0000 216,14 11,69 0,00 -71,04 -613,49 424,65
12356,0000 216,06 11,29 0,00 -71,12 -613,46 424,60
12357,0000 216,06 11,29 0,00 -71,20 -613,43 424,55
12375,0000 216,02 11,27 0,00 -71,28 -613,41 424,50
12377,0000 216,02 11,27 0,00 -71,35 -613,39 424,46
12405,0000 216,14 11,73 0,00 -71,42 -613,37 424,42
12406,0000 216,14 11,73 0,00 -71,49 -613,35 424,38
12407,0000 216,14 11,73 0,00 -71,55 -613,33 424,34
12426,0000 215,99 11,76 0,00 -71,61 -613,31 424,30
12427,0000 215,99 11,76 0,00 -71,67 -613,30 424,27
12446,0000 216,05 11,23 0,00 -71,72 -613,28 424,23
12447,0000 216,05 11,23 0,00 -71,77 -613,27 424,20
12447,0000 216,05 11,23 0,00 -71,82 -613,26 424,17
12458,0000 216,12 11,54 0,00 -71,87 -613,25 424,14
12459,0000 216,12 11,54 0,00 -71,92 -613,24 424,12
12472,0000 216,26 11,71 0,00 -71,96 -613,23 424,09
12473,0000 216,26 11,71 0,00 -72,00 -613,22 424,07
12473,0000 216,26 11,71 0,00 -72,04 -613,21 424,04
12485,0000 216,26 11,71 0,00 -72,07 -613,21 424,02
12485,0000 216,26 11,71 0,00 -72,11 -613,20 424,00
12509,0000 216,09 11,80 0,00 -72,14 -613,20 423,98
12510,0000 216,09 11,80 0,00 -72,17 -613,19 423,96
12510,0000 216,09 11,80 0,00 -72,20 -613,19 423,95
12523,0000 216,15 11,72 0,00 -72,23 -613,19 423,93
12524,0000 216,15 11,72 0,00 -72,26 -613,19 423,92
12560,0000 216,16 11,78 0,00 -72,28 -613,18 423,90
12565,0000 216,09 11,81 0,00 -72,31 -613,18 423,89
12566,0000 216,09 11,81 0,00 -72,33 -613,18 423,88
12577,0000 216,09 11,81 0,00 -72,35 -613,18 423,86
12578,0000 216,10 11,46 0,00 -72,37 -613,18 423,85
12615,0000 216,02 11,68 0,00 -72,39 -613,18 423,84
12616,0000 216,12 11,80 0,00 -72,41 -613,18 423,83
12617,0000 216,12 11,80 0,00 -72,43 -613,18 423,82
12628,0000 216,12 11,80 0,00 -72,44 -613,18 423,81
12629,0000 216,12 11,80 0,00 -72,46 -613,18 423,80
12640,0000 216,06 11,74 0,00 -72,47 -613,17 423,79
12641,0000 216,06 11,74 0,00 -72,48 -613,17 423,79
12642,0000 216,06 11,74 0,00 -72,50 -613,17 423,78
12654,0000 216,13 11,72 0,00 -72,51 -613,17 423,77
12655,0000 216,13 11,72 0,00 -72,52 -613,17 423,76
12668,0000 216,13 11,72 0,00 -72,53 -613,17 423,76
12668,0000 216,13 11,72 0,00 -72,54 -613,17 423,75
12669,0000 216,13 11,72 0,00 -72,54 -613,16 423,75
12681,0000 216,18 11,78 0,00 -72,55 -613,16 423,74
12683,0000 216,18 11,78 0,00 -72,56 -613,16 423,74
12694,0000 216,13 11,55 0,00 -72,57 -613,16 423,73
12694,0000 216,13 11,55 0,00 -72,57 -613,16 423,73
12695,0000 216,13 11,55 0,00 -72,58 -613,16 423,73
12712,0000 216,08 11,84 0,00 -72,58 -613,16 423,72
12714,0000 216,08 11,84 0,00 -72,58 -613,16 423,72
12725,0000 216,08 11,84 0,00 -72,59 -613,16 423,72
12729,0000 216,11 11,74 0,00 -72,59 -613,16 423,72
12786,0000 216,14 11,57 0,00 -72,59 -613,16 423,71
12801,0000 216,14 11,57 0,00 -72,60 -613,15 423,71
12802,0000 216,10 11,47 0,00 -72,60 -613,15 423,71
12813,0000 216,10 11,47 0,00 -72,60 -613,15 423,71
12814,0000 216,10 11,47 0,00 -72,60 -613,15 423,71
12816,0000 216,10 11,47 0,00 -72,61 -613,15 423,70
12828,0000 216,18 11,77 0,00 -72,61 -613,15 423,70
12829,0000 216,18 11,77 0,00 -72,61 -613,15 423,70
12841,0000 216,01 11,27 0,00 -72,61 -613,15 423,70
12842,0000 216,01 11,27 0,00 -72,61 -613,15 423,70
12842,0000 216,01 11,27 0,00 -72,61 -613,15 423,70
12853,0000 216,01 11,27 0,00 -72,61 -613,15 423,70
12854,0000 216,01 11,27 0,00 -72,61 -613,15 423,70
12865,0000 215,98 11,45 0,00 -72,61 -613,15 423,70
12866,0000 215,98 11,45 0,00 -72,61 -613,15 423,70
12867,0000 215,98 11,45 0,00 -72,62 -613,15 423,70
12893,0000 216,01 11,79 0,00 -72,62 -613,15 423,69
12894,0000 216,01 11,79 0,00 -72,62 -613,15 423,69
12905,0000 216,03 11,27 0,00 -72,62 -613,15 423,69
12906,0000 216,03 11,27 0,00 -72,62 -613,16 423,69
12906,0000 216,03 11,27 0,00 -72,62 -613,16 423,69
12918,0000 215,94 11,80 0,00 -72,62 -613,16 423,69
12919,0000 215,94 11,80 0,00 -72,62 -613,16 423,69
12930,0000 215,94 11,80 0,00 -72,62 -613,17 423,69
12931,0000 215,94 11,80 0,00 -72,62 -613,17 423,70
12932,0000 216,04 11,34 0,00 -72,62 -613,18 423,70
12960,0000 216,11 11,80 0,00 -72,62 -613,18 423,70
12961,0000 216,11 11,80 0,00 -72,62 -613,18 423,70
12978,0000 216,01 11,82 0,00 -72,62 -613,19 423,70
12979,0000 216,01 11,82 0,00 -72,62 -613,19 423,70
12980,0000 216,01 11,82 0,00 -72,63 -613,20 423,70
12991,0000 216,07 11,76 0,00 -72,63 -613,20 423,70
12994,0000 216,07 11,76 0,00 -72,63 -613,21 423,70
13005,0000 216,07 11,76 0,00 -72,62 -613,21 423,70
13005,0000 216,06 11,66 0,00 -72,62 -613,21 423,71
13006,0000 216,06 11,66 0,00 -72,62 -613,22 423,71
13018,0000 216,06 11,66 0,00 -72,62 -613,22 423,71
13019,0000 216,06 11,66 0,00 -72,62 -613,23 423,71
13034,0000 216,13 11,75 0,00 -72,62 -613,23 423,71
13035,0000 216,13 11,75 0,00 -72,62 -613,23 423,71
13035,0000 216,13 11,75 0,00 -72,62 -613,23 423,71
13051,0000 216,08 11,65 0,00 -72,62 -613,23 423,71
13053,0000 216,08 11,65 0,00 -72,61 -613,24 423,72
13064,0000 216,08 11,57 0,00 -72,61 -613,24 423,72
13065,0000 216,08 11,57 0,00 -72,61 -613,24 423,72
13066,0000 216,08 11,57 0,00 -72,61 -613,24 423,72
13085,0000 215,95 11,17 0,00 -72,61 -613,24 423,72
