Time	RobotX	RobotY	RobotZ	DiscX	DiscY	DiscZ
4537.00 	-371.850 	-353.030 	198.530 	-376.396 	-352.664 	196.602 	
4541.00 	-371.990 	-353.040 	198.470 	-376.396 	-352.664 	196.602 	
4545.00 	-372.120 	-353.060 	198.430 	-376.346 	-352.785 	196.662 	
4550.00 	-372.250 	-353.080 	198.380 	-376.346 	-352.785 	196.662 	
4554.00 	-372.380 	-353.090 	198.340 	-376.346 	-352.785 	196.662 	
4557.00 	-372.500 	-353.100 	198.290 	-376.346 	-352.785 	196.662 	
4562.00 	-372.620 	-353.120 	198.250 	-376.346 	-352.785 	196.662 	
4566.00 	-372.730 	-353.130 	198.210 	-376.346 	-352.785 	196.662 	
4570.00 	-372.840 	-353.140 	198.170 	-375.626 	-352.819 	197.032 	
4574.00 	-372.940 	-353.150 	198.140 	-375.626 	-352.819 	197.032 	
4579.00 	-373.040 	-353.170 	198.100 	-375.626 	-352.819 	197.032 	
4583.00 	-373.140 	-353.180 	198.060 	-375.626 	-352.819 	197.032 	
4586.00 	-373.240 	-353.190 	198.030 	-375.626 	-352.819 	197.032 	
4590.00 	-373.340 	-353.200 	198.000 	-375.626 	-352.819 	197.032 	
4594.00 	-373.440 	-353.200 	197.960 	-376.754 	-354.512 	196.957 	
4599.00 	-373.540 	-353.210 	197.930 	-376.754 	-354.512 	196.957 	
4602.00 	-373.630 	-353.210 	197.900 	-376.754 	-354.512 	196.957 	
4606.00 	-373.720 	-353.200 	197.860 	-376.754 	-354.512 	196.957 	
4610.00 	-373.800 	-353.200 	197.820 	-376.754 	-354.512 	196.957 	
4614.00 	-373.880 	-353.190 	197.790 	-376.754 	-354.512 	196.957 	
4618.00 	-373.950 	-353.180 	197.760 	-376.754 	-354.512 	196.957 	
4623.00 	-374.030 	-353.180 	197.720 	-376.556 	-354.777 	197.132 	
4626.00 	-374.110 	-353.180 	197.690 	-376.556 	-354.777 	197.132 	
4631.00 	-374.180 	-353.170 	197.660 	-376.556 	-354.777 	197.132 	
4634.00 	-374.240 	-353.170 	197.630 	-376.556 	-354.777 	197.132 	
4638.00 	-374.310 	-353.170 	197.600 	-376.556 	-354.777 	197.132 	
4642.00 	-374.370 	-353.170 	197.580 	-376.556 	-354.777 	197.132 	
4646.00 	-374.440 	-353.180 	197.560 	-373.346 	-351.330 	197.742 	
4651.00 	-374.510 	-353.190 	197.540 	-373.346 	-351.330 	197.742 	
4655.00 	-374.570 	-353.200 	197.520 	-373.346 	-351.330 	197.742 	
4658.00 	-374.630 	-353.210 	197.500 	-373.346 	-351.330 	197.742 	
4662.00 	-374.690 	-353.220 	197.480 	-373.346 	-351.330 	197.742 	
4667.00 	-374.750 	-353.240 	197.460 	-373.346 	-351.330 	197.742 	
4671.00 	-374.810 	-353.250 	197.440 	-373.166 	-352.196 	198.082 	
4675.00 	-374.860 	-353.270 	197.420 	-373.166 	-352.196 	198.082 	
4679.00 	-374.910 	-353.280 	197.400 	-373.166 	-352.196 	198.082 	
4684.00 	-374.960 	-353.300 	197.390 	-373.166 	-352.196 	198.082 	
4687.00 	-375.000 	-353.310 	197.380 	-373.166 	-352.196 	198.082 	
4691.00 	-375.040 	-353.320 	197.370 	-373.166 	-352.196 	198.082 	
4695.00 	-375.080 	-353.340 	197.360 	-367.289 	-357.137 	202.447 	
4699.00 	-375.100 	-353.340 	197.350 	-367.289 	-357.137 	202.447 	
4703.00 	-375.130 	-353.350 	197.350 	-367.289 	-357.137 	202.447 	
4707.00 	-375.140 	-353.350 	197.350 	-367.289 	-357.137 	202.447 	
4711.00 	-375.150 	-353.340 	197.340 	-367.289 	-357.137 	202.447 	
4715.00 	-375.160 	-353.340 	197.340 	-367.289 	-357.137 	202.447 	
4719.00 	-375.140 	-353.310 	197.320 	-348.399 	-373.712 	216.677 	
4724.00 	-375.130 	-353.310 	197.330 	-348.399 	-373.712 	216.677 	
4727.00 	-375.110 	-353.300 	197.340 	-348.399 	-373.712 	216.677 	
4731.00 	-375.090 	-353.290 	197.340 	-348.399 	-373.712 	216.677 	
4736.00 	-375.080 	-353.280 	197.360 	-348.399 	-373.712 	216.677 	
4739.00 	-375.050 	-353.280 	197.380 	-348.399 	-373.712 	216.677 	
4743.00 	-375.010 	-353.280 	197.410 	-322.719 	-394.185 	235.427 	
4748.00 	-374.930 	-353.310 	197.470 	-322.719 	-394.185 	235.427 	
4751.00 	-374.840 	-353.360 	197.550 	-322.719 	-394.185 	235.427 	
4755.00 	-374.730 	-353.400 	197.630 	-322.719 	-394.185 	235.427 	
4759.00 	-374.600 	-353.470 	197.730 	-322.719 	-394.185 	235.427 	
4763.00 	-374.430 	-353.590 	197.870 	-322.719 	-394.185 	235.427 	
4767.00 	-374.230 	-353.700 	198.000 	-299.816 	-412.177 	252.072 	
4772.00 	-373.990 	-353.870 	198.170 	-299.816 	-412.177 	252.072 	
4775.00 	-373.700 	-354.080 	198.400 	-299.816 	-412.177 	252.072 	
4779.00 	-373.380 	-354.300 	198.620 	-299.816 	-412.177 	252.072 	
4784.00 	-372.980 	-354.590 	198.900 	-299.816 	-412.177 	252.072 	
4787.00 	-372.530 	-354.940 	199.230 	-299.816 	-412.177 	252.072 	
4792.00 	-372.040 	-355.290 	199.570 	-281.081 	-426.908 	265.692 	
4796.00 	-371.480 	-355.710 	199.960 	-281.081 	-426.908 	265.692 	
4799.00 	-370.880 	-356.180 	200.420 	-281.081 	-426.908 	265.692 	
4804.00 	-370.230 	-356.660 	200.890 	-281.081 	-426.908 	265.692 	
4809.00 	-369.480 	-357.200 	201.410 	-281.081 	-426.908 	265.692 	
4812.00 	-368.670 	-357.810 	202.000 	-281.081 	-426.908 	265.692 	
4816.00 	-367.830 	-358.450 	202.620 	-258.556 	-443.492 	281.742 	
4821.00 	-366.870 	-359.160 	203.270 	-258.556 	-443.492 	281.742 	
4824.00 	-365.880 	-359.920 	204.010 	-258.556 	-443.492 	281.742 	
4828.00 	-364.820 	-360.700 	204.750 	-258.556 	-443.492 	281.742 	
4832.00 	-363.660 	-361.550 	205.550 	-258.556 	-443.492 	281.742 	
4836.00 	-362.450 	-362.440 	206.410 	-258.556 	-443.492 	281.742 	
4840.00 	-361.190 	-363.360 	207.270 	-258.556 	-443.492 	281.742 	
4845.00 	-359.830 	-364.350 	208.200 	-239.521 	-458.362 	295.552 	
4848.00 	-358.420 	-365.370 	209.190 	-239.521 	-458.362 	295.552 	
4852.00 	-356.980 	-366.420 	210.190 	-239.521 	-458.362 	295.552 	
4856.00 	-355.440 	-367.540 	211.250 	-239.521 	-458.362 	295.552 	
4860.00 	-353.860 	-368.690 	212.370 	-239.521 	-458.362 	295.552 	
4864.00 	-352.230 	-369.850 	213.490 	-239.521 	-458.362 	295.552 	
4868.00 	-350.540 	-371.050 	214.630 	-220.231 	-473.032 	309.432 	
4872.00 	-348.800 	-372.280 	215.830 	-220.231 	-473.032 	309.432 	
4876.00 	-347.000 	-373.540 	217.070 	-220.231 	-473.032 	309.432 	
4880.00 	-345.150 	-374.830 	218.320 	-220.231 	-473.032 	309.432 	
4884.00 	-343.220 	-376.160 	219.610 	-220.231 	-473.032 	309.432 	
4888.00 	-341.260 	-377.520 	220.940 	-220.231 	-473.032 	309.432 	
4892.00 	-339.280 	-378.890 	222.280 	-200.701 	-488.084 	323.542 	
4896.00 	-337.210 	-380.290 	223.650 	-200.701 	-488.084 	323.542 	
4901.00 	-335.110 	-381.750 	225.080 	-200.701 	-488.084 	323.542 	
4904.00 	-332.960 	-383.220 	226.520 	-200.701 	-488.084 	323.542 	
4908.00 	-330.760 	-384.720 	227.980 	-200.701 	-488.084 	323.542 	
4913.00 	-328.540 	-386.240 	229.480 	-200.701 	-488.084 	323.542 	
4918.00 	-326.290 	-387.770 	231.000 	-182.299 	-502.473 	336.897 	
4920.00 	-324.000 	-389.320 	232.540 	-182.299 	-502.473 	336.897 	
4924.00 	-321.650 	-390.900 	234.120 	-182.299 	-502.473 	336.897 	
4928.00 	-319.290 	-392.480 	235.710 	-182.299 	-502.473 	336.897 	
4934.00 	-316.880 	-394.080 	237.310 	-182.299 	-502.473 	336.897 	
4937.00 	-314.450 	-395.710 	238.950 	-182.299 	-502.473 	336.897 	
4941.00 	-311.960 	-397.370 	240.620 	-162.789 	-517.351 	350.947 	
4945.00 	-309.420 	-399.050 	242.300 	-162.789 	-517.351 	350.947 	
4950.00 	-306.880 	-400.750 	244.010 	-162.789 	-517.351 	350.947 	
4954.00 	-304.340 	-402.450 	245.740 	-162.789 	-517.351 	350.947 	
4957.00 	-301.750 	-404.170 	247.480 	-162.789 	-517.351 	350.947 	
4961.00 	-299.110 	-405.920 	249.250 	-162.789 	-517.351 	350.947 	
4965.00 	-296.450 	-407.680 	251.030 	-145.266 	-531.498 	363.792 	
4969.00 	-293.760 	-409.450 	252.820 	-145.266 	-531.498 	363.792 	
4973.00 	-291.030 	-411.240 	254.640 	-145.266 	-531.498 	363.792 	
4977.00 	-288.290 	-413.040 	256.470 	-145.266 	-531.498 	363.792 	
4981.00 	-285.530 	-414.860 	258.330 	-145.266 	-531.498 	363.792 	
4986.00 	-282.760 	-416.690 	260.220 	-145.266 	-531.498 	363.792 	
4989.00 	-279.970 	-418.540 	262.120 	-127.541 	-543.960 	376.252 	
4994.00 	-277.150 	-420.410 	264.020 	-127.541 	-543.960 	376.252 	
4998.00 	-274.300 	-422.270 	265.950 	-127.541 	-543.960 	376.252 	
5001.00 	-271.450 	-424.150 	267.890 	-127.541 	-543.960 	376.252 	
5005.00 	-268.550 	-426.050 	269.830 	-127.541 	-543.960 	376.252 	
5010.00 	-265.640 	-427.960 	271.800 	-127.541 	-543.960 	376.252 	
5013.00 	-262.740 	-429.870 	273.780 	-109.999 	-558.314 	389.167 	
5017.00 	-259.810 	-431.810 	275.790 	-109.999 	-558.314 	389.167 	
5021.00 	-256.870 	-433.760 	277.810 	-109.999 	-558.314 	389.167 	
5025.00 	-253.920 	-435.700 	279.830 	-109.999 	-558.314 	389.167 	
5029.00 	-250.960 	-437.660 	281.870 	-109.999 	-558.314 	389.167 	
5034.00 	-247.970 	-439.630 	283.920 	-109.999 	-558.314 	389.167 	
5037.00 	-244.970 	-441.600 	285.970 	-91.5560 	-571.595 	402.222 	
5041.00 	-241.960 	-443.580 	288.020 	-91.5560 	-571.595 	402.222 	
5046.00 	-238.940 	-445.580 	290.100 	-91.5560 	-571.595 	402.222 	
5050.00 	-235.970 	-447.590 	292.220 	-91.5560 	-571.595 	402.222 	
5055.00 	-232.980 	-449.600 	294.340 	-91.5560 	-571.595 	402.222 	
5058.00 	-229.930 	-451.620 	296.440 	-91.5560 	-571.595 	402.222 	
5063.00 	-226.870 	-453.670 	298.580 	-74.4835 	-584.165 	414.387 	
5066.00 	-223.820 	-455.690 	300.710 	-74.4835 	-584.165 	414.387 	
5071.00 	-220.770 	-457.730 	302.860 	-74.4835 	-584.165 	414.387 	
5074.00 	-217.710 	-459.770 	305.000 	-74.4835 	-584.165 	414.387 	
5078.00 	-214.670 	-461.820 	307.150 	-74.4835 	-584.165 	414.387 	
5082.00 	-211.610 	-463.870 	309.320 	-74.4835 	-584.165 	414.387 	
5087.00 	-208.520 	-465.950 	311.510 	-57.5910 	-597.428 	426.662 	
5091.00 	-205.440 	-468.030 	313.690 	-57.5910 	-597.428 	426.662 	
5095.00 	-202.360 	-470.090 	315.880 	-57.5910 	-597.428 	426.662 	
5098.00 	-199.280 	-472.160 	318.070 	-57.5910 	-597.428 	426.662 	
5102.00 	-196.220 	-474.250 	320.280 	-57.5910 	-597.428 	426.662 	
5106.00 	-193.140 	-476.340 	322.500 	-57.5910 	-597.428 	426.662 	
5111.00 	-190.020 	-478.450 	324.700 	-40.8060 	-612.003 	439.262 	
5114.00 	-186.910 	-480.540 	326.910 	-40.8060 	-612.003 	439.262 	
5119.00 	-183.850 	-482.640 	329.140 	-40.8060 	-612.003 	439.262 	
5123.00 	-180.790 	-484.740 	331.360 	-40.8060 	-612.003 	439.262 	
5127.00 	-177.700 	-486.850 	333.590 	-40.8060 	-612.003 	439.262 	
5131.00 	-174.590 	-488.970 	335.820 	-40.8060 	-612.003 	439.262 	
5135.00 	-171.480 	-491.090 	338.040 	-22.8910 	-625.072 	451.992 	
5139.00 	-168.390 	-493.220 	340.280 	-22.8910 	-625.072 	451.992 	
5143.00 	-165.340 	-495.350 	342.520 	-22.8910 	-625.072 	451.992 	
5146.00 	-162.270 	-497.480 	344.750 	-22.8910 	-625.072 	451.992 	
5151.00 	-159.180 	-499.610 	346.990 	-22.8910 	-625.072 	451.992 	
5155.00 	-156.100 	-501.760 	349.240 	-22.8910 	-625.072 	451.992 	
5159.00 	-153.040 	-503.910 	351.490 	-5.23851 	-637.192 	464.317 	
5162.00 	-149.970 	-506.070 	353.730 	-5.23851 	-637.192 	464.317 	
5167.00 	-146.910 	-508.220 	355.960 	-5.23851 	-637.192 	464.317 	
5170.00 	-143.860 	-510.370 	358.180 	-5.23851 	-637.192 	464.317 	
5175.00 	-140.780 	-512.530 	360.410 	-5.23851 	-637.192 	464.317 	
5179.00 	-137.710 	-514.710 	362.640 	-5.23851 	-637.192 	464.317 	
5184.00 	-134.690 	-516.890 	364.890 	10.8965 	-650.607 	476.257 	
5187.00 	-131.650 	-519.090 	367.140 	10.8965 	-650.607 	476.257 	
5191.00 	-128.610 	-521.280 	369.380 	10.8965 	-650.607 	476.257 	
5195.00 	-125.560 	-523.460 	371.610 	10.8965 	-650.607 	476.257 	
5199.00 	-122.530 	-525.650 	373.830 	10.8965 	-650.607 	476.257 	
5203.00 	-119.470 	-527.850 	376.060 	10.8965 	-650.607 	476.257 	
5207.00 	-116.450 	-530.050 	378.290 	27.2340 	-663.341 	488.102 	
5211.00 	-113.440 	-532.240 	380.500 	27.2340 	-663.341 	488.102 	
5216.00 	-110.420 	-534.440 	382.720 	27.2340 	-663.341 	488.102 	
5220.00 	-107.390 	-536.640 	384.930 	27.2340 	-663.341 	488.102 	
5223.00 	-104.370 	-538.850 	387.140 	27.2340 	-663.341 	488.102 	
5227.00 	-101.370 	-541.080 	389.380 	27.2340 	-663.341 	488.102 	
5231.00 	-98.3800 	-543.290 	391.570 	44.2190 	-676.185 	500.302 	
5236.00 	-95.3900 	-545.500 	393.770 	44.2190 	-676.185 	500.302 	
5240.00 	-92.4200 	-547.720 	395.980 	44.2190 	-676.185 	500.302 	
5243.00 	-89.4500 	-549.910 	398.160 	44.2190 	-676.185 	500.302 	
5248.00 	-86.4500 	-552.120 	400.330 	44.2190 	-676.185 	500.302 	
5251.00 	-83.4600 	-554.340 	402.500 	44.2190 	-676.185 	500.302 	
5256.00 	-80.5200 	-556.560 	404.690 	60.9515 	-688.409 	512.197 	
5259.00 	-77.6000 	-558.790 	406.870 	60.9515 	-688.409 	512.197 	
5263.00 	-74.6500 	-561.020 	409.040 	60.9515 	-688.409 	512.197 	
5268.00 	-71.7200 	-563.230 	411.170 	60.9515 	-688.409 	512.197 	
5271.00 	-68.8000 	-565.460 	413.340 	60.9515 	-688.409 	512.197 	
5275.00 	-65.8800 	-567.690 	415.480 	60.9515 	-688.409 	512.197 	
5279.00 	-62.9400 	-569.910 	417.580 	75.6215 	-699.234 	522.657 	
5284.00 	-60.0100 	-572.150 	419.720 	75.6215 	-699.234 	522.657 	
5288.00 	-57.1200 	-574.390 	421.840 	75.6215 	-699.234 	522.657 	
5291.00 	-54.2400 	-576.600 	423.920 	75.6215 	-699.234 	522.657 	
5295.00 	-51.3400 	-578.820 	425.980 	75.6215 	-699.234 	522.657 	
5300.00 	-48.4600 	-581.050 	428.070 	75.6215 	-699.234 	522.657 	
5303.00 	-45.6100 	-583.280 	430.170 	85.0415 	-705.504 	529.177 	
5307.00 	-42.7300 	-585.520 	432.250 	85.0415 	-705.504 	529.177 	
5312.00 	-39.8300 	-587.740 	434.320 	85.0415 	-705.504 	529.177 	
5316.00 	-36.9600 	-589.950 	436.390 	85.0415 	-705.504 	529.177 	
5320.00 	-34.1300 	-592.180 	438.450 	85.0415 	-705.504 	529.177 	
5324.00 	-31.3000 	-594.400 	440.510 	85.0415 	-705.504 	529.177 	
5329.00 	-28.4800 	-596.600 	442.540 	87.0190 	-707.916 	530.862 	
5332.00 	-25.6600 	-598.810 	444.590 	87.0190 	-707.916 	530.862 	
5337.00 	-22.8800 	-601.020 	446.630 	87.0190 	-707.916 	530.862 	
5340.00 	-20.1100 	-603.210 	448.620 	87.0190 	-707.916 	530.862 	
5344.00 	-17.3300 	-605.380 	450.610 	87.0190 	-707.916 	530.862 	
5348.00 	-14.5700 	-607.550 	452.590 	86.4915 	-707.808 	530.567 	
5352.00 	-11.8200 	-609.710 	454.570 	86.4915 	-707.808 	530.567 	
5356.00 	-9.11000 	-611.860 	456.520 	86.4915 	-707.808 	530.567 	
5360.00 	-6.44000 	-614.000 	458.450 	86.4915 	-707.808 	530.567 	
5364.00 	-3.80000 	-616.120 	460.350 	86.4915 	-707.808 	530.567 	
5369.00 	-1.17000 	-618.210 	462.230 	86.4915 	-707.808 	530.567 	
5373.00 	1.43000 	-620.300 	464.100 	86.8215 	-707.617 	530.677 	
5377.00 	3.96000 	-622.370 	465.950 	86.8215 	-707.617 	530.677 	
5380.00 	6.48000 	-624.410 	467.760 	86.8215 	-707.617 	530.677 	
5384.00 	8.96000 	-626.420 	469.560 	86.8215 	-707.617 	530.677 	
5388.00 	11.3800 	-628.420 	471.330 	86.8215 	-707.617 	530.677 	
5392.00 	13.7800 	-630.390 	473.070 	86.8215 	-707.617 	530.677 	
5397.00 	16.1300 	-632.330 	474.760 	86.8365 	-707.626 	530.687 	
5401.00 	18.4300 	-634.230 	476.420 	86.8365 	-707.626 	530.687 	
5405.00 	20.6700 	-636.120 	478.060 	86.8365 	-707.626 	530.687 	
5409.00 	22.8500 	-637.980 	479.660 	86.8365 	-707.626 	530.687 	
5413.00 	24.9800 	-639.810 	481.240 	86.8365 	-707.626 	530.687 	
5416.00 	27.0700 	-641.610 	482.790 	86.8365 	-707.626 	530.687 	
5421.00 	29.1200 	-643.380 	484.290 	86.6065 	-707.366 	530.497 	
5424.00 	31.1000 	-645.100 	485.730 	86.6065 	-707.366 	530.497 	
5428.00 	33.0400 	-646.800 	487.140 	86.6065 	-707.366 	530.497 	
5432.00 	34.9400 	-648.470 	488.530 	86.6065 	-707.366 	530.497 	
5438.00 	36.7800 	-650.110 	489.880 	86.6065 	-707.366 	530.497 	
5442.00 	38.5700 	-651.710 	491.200 	86.6065 	-707.366 	530.497 	
5446.00 	40.2800 	-653.290 	492.480 	86.7090 	-707.621 	530.622 	
5449.00 	41.9300 	-654.840 	493.730 	86.7090 	-707.621 	530.622 	
5453.00 	43.5700 	-656.340 	494.910 	86.7090 	-707.621 	530.622 	
5457.00 	45.1700 	-657.810 	496.080 	86.7090 	-707.621 	530.622 	
5461.00 	46.6900 	-659.250 	497.220 	86.7090 	-707.621 	530.622 	
5465.00 	48.1700 	-660.670 	498.350 	86.7090 	-707.621 	530.622 	
5469.00 	49.6200 	-662.050 	499.420 	86.8140 	-707.786 	530.722 	
5473.00 	51.0300 	-663.390 	500.460 	86.8140 	-707.786 	530.722 	
5477.00 	52.3500 	-664.710 	501.500 	86.8140 	-707.786 	530.722 	
5481.00 	53.6200 	-666.000 	502.490 	86.8140 	-707.786 	530.722 	
5485.00 	54.8600 	-667.250 	503.440 	86.8140 	-707.786 	530.722 	
5489.00 	56.0900 	-668.470 	504.370 	86.8140 	-707.786 	530.722 	
5494.00 	57.2500 	-669.660 	505.280 	86.9040 	-706.972 	530.532 	
5497.00 	58.3600 	-670.840 	506.150 	86.9040 	-706.972 	530.532 	
5501.00 	59.4500 	-671.980 	507.010 	86.9040 	-706.972 	530.532 	
5505.00 	60.5000 	-673.080 	507.820 	86.9040 	-706.972 	530.532 	
5509.00 	61.5300 	-674.160 	508.600 	86.9040 	-706.972 	530.532 	
5513.00 	62.5100 	-675.220 	509.370 	86.9040 	-706.972 	530.532 	
5518.00 	63.4400 	-676.240 	510.100 	86.9340 	-706.989 	530.552 	
5521.00 	64.3400 	-677.240 	510.810 	86.9340 	-706.989 	530.552 	
5525.00 	65.2500 	-678.210 	511.500 	86.9340 	-706.989 	530.552 	
5529.00 	66.1100 	-679.150 	512.180 	86.9340 	-706.989 	530.552 	
5534.00 	66.9300 	-680.080 	512.860 	86.9340 	-706.989 	530.552 	
5537.00 	67.7200 	-680.960 	513.490 	86.6115 	-707.496 	530.537 	
5541.00 	68.4800 	-681.820 	514.090 	86.6115 	-707.496 	530.537 	
5545.00 	69.2200 	-682.660 	514.700 	86.6115 	-707.496 	530.537 	
5549.00 	69.9200 	-683.490 	515.260 	86.6115 	-707.496 	530.537 	
5554.00 	70.5600 	-684.290 	515.830 	86.6115 	-707.496 	530.537 	
5557.00 	71.2100 	-685.060 	516.380 	86.6115 	-707.496 	530.537 	
5562.00 	71.8500 	-685.790 	516.870 	86.7690 	-707.760 	530.692 	
5567.00 	72.4500 	-686.510 	517.370 	86.7690 	-707.760 	530.692 	
5571.00 	73.0200 	-687.220 	517.860 	86.7690 	-707.760 	530.692 	
5574.00 	73.5900 	-687.900 	518.300 	86.7690 	-707.760 	530.692 	
5578.00 	74.1300 	-688.560 	518.740 	86.7690 	-707.760 	530.692 	
5583.00 	74.6500 	-689.200 	519.180 	86.7690 	-707.760 	530.692 	
5586.00 	75.1400 	-689.830 	519.620 	86.8140 	-707.647 	530.682 	
5590.00 	75.6300 	-690.430 	520.030 	86.8140 	-707.647 	530.682 	
5594.00 	76.1000 	-691.010 	520.400 	86.8140 	-707.647 	530.682 	
5598.00 	76.5300 	-691.570 	520.770 	86.8140 	-707.647 	530.682 	
5602.00 	76.9500 	-692.130 	521.160 	86.8140 	-707.647 	530.682 	
5606.00 	77.3500 	-692.660 	521.500 	86.8140 	-707.647 	530.682 	
5611.00 	77.7700 	-693.170 	521.820 	86.7990 	-707.465 	530.622 	
5615.00 	78.1400 	-693.670 	522.150 	86.7990 	-707.465 	530.622 	
5618.00 	78.4900 	-694.160 	522.480 	86.7990 	-707.465 	530.622 	
5622.00 	78.8300 	-694.640 	522.790 	86.7990 	-707.465 	530.622 	
5626.00 	79.1500 	-695.100 	523.080 	86.7990 	-707.465 	530.622 	
5630.00 	79.4500 	-695.540 	523.350 	86.7990 	-707.465 	530.622 	
5635.00 	79.7500 	-695.970 	523.630 	86.7540 	-707.439 	530.592 	
5638.00 	80.0400 	-696.380 	523.890 	86.7540 	-707.439 	530.592 	
5642.00 	80.3300 	-696.780 	524.140 	86.7540 	-707.439 	530.592 	
5646.00 	80.5900 	-697.160 	524.390 	86.7540 	-707.439 	530.592 	
5650.00 	80.8500 	-697.540 	524.620 	86.7540 	-707.439 	530.592 	
5654.00 	81.0900 	-697.910 	524.870 	86.7540 	-707.439 	530.592 	
5659.00 	81.3300 	-698.260 	525.100 	86.6865 	-707.816 	530.667 	
5662.00 	81.5600 	-698.600 	525.310 	86.6865 	-707.816 	530.667 	
5666.00 	81.7700 	-698.930 	525.510 	86.6865 	-707.816 	530.667 	
5670.00 	81.9800 	-699.240 	525.720 	86.6865 	-707.816 	530.667 	
5674.00 	82.1900 	-699.540 	525.900 	86.6865 	-707.816 	530.667 	
5678.00 	82.4000 	-699.840 	526.090 	86.5415 	-707.340 	530.457 	
5684.00 	82.5900 	-700.120 	526.280 	86.5415 	-707.340 	530.457 	
5687.00 	82.7700 	-700.400 	526.460 	86.5415 	-707.340 	530.457 	
5691.00 	82.9300 	-700.670 	526.610 	86.5415 	-707.340 	530.457 	
5695.00 	83.0900 	-700.920 	526.770 	86.5415 	-707.340 	530.457 	
5699.00 	83.2400 	-701.170 	526.920 	86.5415 	-707.340 	530.457 	
5703.00 	83.3800 	-701.410 	527.060 	86.4615 	-707.409 	530.437 	
5708.00 	83.5200 	-701.650 	527.210 	86.4615 	-707.409 	530.437 	
5712.00 	83.6500 	-701.870 	527.340 	86.4615 	-707.409 	530.437 	
5715.00 	83.7800 	-702.080 	527.470 	86.4615 	-707.409 	530.437 	
5719.00 	83.9100 	-702.290 	527.600 	86.4615 	-707.409 	530.437 	
5723.00 	84.0200 	-702.490 	527.720 	86.4615 	-707.409 	530.437 	
5727.00 	84.1300 	-702.680 	527.840 	86.8915 	-707.461 	530.667 	
5732.00 	84.2400 	-702.870 	527.950 	86.8915 	-707.461 	530.667 	
5735.00 	84.3400 	-703.050 	528.060 	86.8915 	-707.461 	530.667 	
5739.00 	84.4300 	-703.220 	528.160 	86.8915 	-707.461 	530.667 	
5743.00 	84.5300 	-703.390 	528.260 	86.8915 	-707.461 	530.667 	
5747.00 	84.6300 	-703.550 	528.360 	86.8915 	-707.461 	530.667 	
5751.00 	84.7200 	-703.700 	528.450 	86.6390 	-707.708 	530.612 	
5756.00 	84.8000 	-703.840 	528.530 	86.6390 	-707.708 	530.612 	
5760.00 	84.8900 	-703.980 	528.610 	86.6390 	-707.708 	530.612 	
5764.00 	84.9600 	-704.120 	528.690 	86.6390 	-707.708 	530.612 	
5768.00 	85.0300 	-704.250 	528.770 	86.6390 	-707.708 	530.612 	
5772.00 	85.1000 	-704.370 	528.840 	86.6390 	-707.708 	530.612 	
5775.00 	85.1700 	-704.500 	528.910 	86.4790 	-707.604 	530.502 	
5780.00 	85.2300 	-704.610 	528.980 	86.4790 	-707.604 	530.502 	
5785.00 	85.2900 	-704.720 	529.050 	86.4790 	-707.604 	530.502 	
5787.00 	85.3500 	-704.830 	529.110 	86.4790 	-707.604 	530.502 	
5791.00 	85.4100 	-704.930 	529.170 	86.4790 	-707.604 	530.502 	
5795.00 	85.4600 	-705.040 	529.230 	86.4790 	-707.604 	530.502 	
5799.00 	85.5100 	-705.140 	529.280 	86.6790 	-707.604 	530.602 	
5805.00 	85.5500 	-705.230 	529.330 	86.6790 	-707.604 	530.602 	
5808.00 	85.6000 	-705.320 	529.380 	86.6790 	-707.604 	530.602 	
5811.00 	85.6500 	-705.410 	529.430 	86.6790 	-707.604 	530.602 	
5815.00 	85.6900 	-705.500 	529.480 	86.6790 	-707.604 	530.602 	
5820.00 	85.7300 	-705.580 	529.530 	86.6790 	-707.604 	530.602 	
5825.00 	85.7700 	-705.660 	529.570 	86.2040 	-707.803 	530.422 	
5828.00 	85.8100 	-705.730 	529.610 	86.2040 	-707.803 	530.422 	
5833.00 	85.8500 	-705.800 	529.650 	86.2040 	-707.803 	530.422 	
5837.00 	85.8800 	-705.880 	529.690 	86.2040 	-707.803 	530.422 	
5841.00 	85.9100 	-705.940 	529.730 	86.2040 	-707.803 	530.422 	
5844.00 	85.9400 	-706.010 	529.770 	86.2040 	-707.803 	530.422 	
5849.00 	85.9700 	-706.070 	529.810 	86.5515 	-707.219 	530.427 	
5853.00 	86.0000 	-706.130 	529.850 	86.5515 	-707.219 	530.427 	
5857.00 	86.0300 	-706.190 	529.890 	86.5515 	-707.219 	530.427 	
5860.00 	86.0500 	-706.250 	529.930 	86.5515 	-707.219 	530.427 	
5864.00 	86.0700 	-706.300 	529.960 	86.5515 	-707.219 	530.427 	
5868.00 	86.0900 	-706.350 	529.990 	86.5515 	-707.219 	530.427 	
5873.00 	86.1100 	-706.400 	530.010 	86.7090 	-707.587 	530.612 	
5876.00 	86.1300 	-706.450 	530.030 	86.7090 	-707.587 	530.612 	
5880.00 	86.1500 	-706.500 	530.050 	86.7090 	-707.587 	530.612 	
5885.00 	86.1700 	-706.540 	530.070 	86.7090 	-707.587 	530.612 	
5889.00 	86.1800 	-706.590 	530.090 	86.7090 	-707.587 	530.612 	
5892.00 	86.2000 	-706.630 	530.110 	86.7090 	-707.587 	530.612 	
5897.00 	86.2200 	-706.670 	530.120 	86.7015 	-707.756 	530.657 	
