Time	RobotX	RobotY	RobotZ	DiscX	DiscY	DiscZ
3175.00 	86.6400 	-707.540 	530.510 	86.6915 	-707.669 	530.627 	
3179.00 	86.6400 	-707.540 	530.510 	86.6915 	-707.669 	530.627 	
3183.00 	86.6400 	-707.540 	530.510 	86.6915 	-707.669 	530.627 	
3187.00 	86.6400 	-707.540 	530.510 	86.7065 	-707.608 	530.617 	
3191.00 	86.6400 	-707.540 	530.510 	86.7065 	-707.608 	530.617 	
3195.00 	86.6300 	-707.540 	530.510 	86.7065 	-707.608 	530.617 	
3199.00 	86.6300 	-707.540 	530.510 	86.7065 	-707.608 	530.617 	
3203.00 	86.6300 	-707.540 	530.510 	86.7065 	-707.608 	530.617 	
3207.00 	86.6300 	-707.540 	530.510 	86.7065 	-707.608 	530.617 	
3211.00 	86.6300 	-707.540 	530.510 	86.7390 	-707.708 	530.662 	
3215.00 	86.6300 	-707.540 	530.510 	86.7390 	-707.708 	530.662 	
3219.00 	86.6300 	-707.540 	530.510 	86.7390 	-707.708 	530.662 	
3223.00 	86.6300 	-707.540 	530.520 	86.7390 	-707.708 	530.662 	
3227.00 	86.6200 	-707.550 	530.530 	86.7390 	-707.708 	530.662 	
3231.00 	86.6200 	-707.550 	530.550 	86.7390 	-707.708 	530.662 	
3235.00 	86.6200 	-707.550 	530.560 	86.7215 	-707.548 	530.607 	
3239.00 	86.6300 	-707.560 	530.560 	86.7215 	-707.548 	530.607 	
3244.00 	86.6300 	-707.560 	530.560 	86.7215 	-707.548 	530.607 	
3247.00 	86.6300 	-707.560 	530.560 	86.7215 	-707.548 	530.607 	
3251.00 	86.6300 	-707.560 	530.560 	86.7215 	-707.548 	530.607 	
3255.00 	86.6300 	-707.560 	530.570 	86.7215 	-707.548 	530.607 	
3259.00 	86.6300 	-707.560 	530.580 	86.9490 	-708.037 	530.862 	
3263.00 	86.6300 	-707.570 	530.590 	86.9490 	-708.037 	530.862 	
3269.00 	86.6300 	-707.570 	530.590 	86.9490 	-708.037 	530.862 	
3271.00 	86.6300 	-707.570 	530.590 	86.9490 	-708.037 	530.862 	
3275.00 	86.6300 	-707.570 	530.590 	86.9490 	-708.037 	530.862 	
3279.00 	86.6300 	-707.570 	530.590 	86.9490 	-708.037 	530.862 	
3284.00 	86.6300 	-707.580 	530.580 	86.5915 	-707.530 	530.537 	
3288.00 	86.6300 	-707.580 	530.590 	86.5915 	-707.530 	530.537 	
3293.00 	86.6300 	-707.580 	530.590 	86.5915 	-707.530 	530.537 	
3296.00 	86.6300 	-707.580 	530.600 	86.5915 	-707.530 	530.537 	
3301.00 	86.6400 	-707.580 	530.600 	86.5915 	-707.530 	530.537 	
3304.00 	86.6400 	-707.590 	530.600 	86.5915 	-707.530 	530.537 	
3308.00 	86.6400 	-707.590 	530.610 	86.7240 	-707.561 	530.612 	
3312.00 	86.6400 	-707.590 	530.610 	86.7240 	-707.561 	530.612 	
3316.00 	86.6400 	-707.600 	530.610 	86.7240 	-707.561 	530.612 	
3320.00 	86.6400 	-707.600 	530.610 	86.7240 	-707.561 	530.612 	
3324.00 	86.6400 	-707.600 	530.620 	86.7240 	-707.561 	530.612 	
3328.00 	86.6400 	-707.610 	530.620 	86.7240 	-707.561 	530.612 	
3333.00 	86.6400 	-707.610 	530.620 	86.6565 	-707.591 	530.587 	
3336.00 	86.6500 	-707.610 	530.630 	86.6565 	-707.591 	530.587 	
3341.00 	86.6500 	-707.620 	530.630 	86.6565 	-707.591 	530.587 	
3344.00 	86.6500 	-707.620 	530.630 	86.6565 	-707.591 	530.587 	
3348.00 	86.6500 	-707.620 	530.630 	86.6565 	-707.591 	530.587 	
3352.00 	86.6500 	-707.620 	530.630 	86.6565 	-707.591 	530.587 	
3357.00 	86.6500 	-707.620 	530.630 	86.7690 	-707.587 	530.642 	
3360.00 	86.6500 	-707.630 	530.630 	86.7690 	-707.587 	530.642 	
3366.00 	86.6500 	-707.630 	530.630 	86.7690 	-707.587 	530.642 	
3368.00 	86.6500 	-707.630 	530.630 	86.7690 	-707.587 	530.642 	
3372.00 	86.6500 	-707.630 	530.630 	86.7690 	-707.587 	530.642 	
3376.00 	86.6600 	-707.630 	530.630 	86.7690 	-707.587 	530.642 	
3381.00 	86.6600 	-707.630 	530.630 	86.6965 	-707.695 	530.637 	
3384.00 	86.6600 	-707.630 	530.630 	86.6965 	-707.695 	530.637 	
3389.00 	86.6600 	-707.640 	530.630 	86.6965 	-707.695 	530.637 	
3392.00 	86.6600 	-707.630 	530.620 	86.6965 	-707.695 	530.637 	
3396.00 	86.6600 	-707.630 	530.620 	86.6965 	-707.695 	530.637 	
3400.00 	86.6600 	-707.630 	530.610 	86.6965 	-707.695 	530.637 	
3405.00 	86.6600 	-707.630 	530.610 	84.7065 	-705.911 	529.127 	
3408.00 	86.6600 	-707.630 	530.600 	84.7065 	-705.911 	529.127 	
3413.00 	86.6600 	-707.630 	530.600 	84.7065 	-705.911 	529.127 	
3417.00 	86.6600 	-707.630 	530.600 	84.7065 	-705.911 	529.127 	
3421.00 	86.6600 	-707.630 	530.600 	84.7065 	-705.911 	529.127 	
3425.00 	86.6600 	-707.630 	530.600 	84.7065 	-705.911 	529.127 	
3430.00 	86.6600 	-707.630 	530.600 	76.5015 	-699.546 	523.187 	
3433.00 	86.6600 	-707.620 	530.580 	76.5015 	-699.546 	523.187 	
3437.00 	86.6500 	-707.620 	530.570 	76.5015 	-699.546 	523.187 	
3441.00 	86.6600 	-707.620 	530.560 	76.5015 	-699.546 	523.187 	
3445.00 	86.6700 	-707.610 	530.550 	76.5015 	-699.546 	523.187 	
3449.00 	86.6700 	-707.600 	530.540 	76.5015 	-699.546 	523.187 	
3453.00 	86.6600 	-707.590 	530.520 	61.1215 	-689.430 	512.577 	
3457.00 	86.6500 	-707.580 	530.510 	61.1215 	-689.430 	512.577 	
3461.00 	86.6400 	-707.560 	530.480 	61.1215 	-689.430 	512.577 	
3465.00 	86.6100 	-707.530 	530.440 	61.1215 	-689.430 	512.577 	
3470.00 	86.5800 	-707.500 	530.400 	61.1215 	-689.430 	512.577 	
3473.00 	86.5300 	-707.450 	530.350 	61.1215 	-689.430 	512.577 	
3477.00 	86.4900 	-707.390 	530.290 	44.1840 	-676.107 	500.262 	
3481.00 	86.4100 	-707.320 	530.230 	44.1840 	-676.107 	500.262 	
3486.00 	86.3200 	-707.240 	530.170 	44.1840 	-676.107 	500.262 	
3489.00 	86.2100 	-707.140 	530.090 	44.1840 	-676.107 	500.262 	
3493.00 	86.0600 	-707.030 	530.000 	44.1840 	-676.107 	500.262 	
3497.00 	85.8800 	-706.890 	529.890 	44.1840 	-676.107 	500.262 	
3502.00 	85.6700 	-706.730 	529.750 	27.7840 	-663.186 	488.332 	
3505.00 	85.4200 	-706.550 	529.590 	27.7840 	-663.186 	488.332 	
3511.00 	85.1400 	-706.340 	529.420 	27.7840 	-663.186 	488.332 	
3513.00 	84.8300 	-706.110 	529.210 	27.7840 	-663.186 	488.332 	
3518.00 	84.4600 	-705.840 	528.980 	27.7840 	-663.186 	488.332 	
3522.00 	84.0600 	-705.550 	528.740 	27.7840 	-663.186 	488.332 	
3525.00 	83.6200 	-705.230 	528.420 	11.4565 	-650.814 	476.597 	
3529.00 	83.1200 	-704.870 	528.100 	11.4565 	-650.814 	476.597 	
3535.00 	82.5900 	-704.480 	527.750 	11.4565 	-650.814 	476.597 	
3538.00 	82.0200 	-704.050 	527.310 	11.4565 	-650.814 	476.597 	
3542.00 	81.3900 	-703.580 	526.880 	11.4565 	-650.814 	476.597 	
3546.00 	80.7200 	-703.080 	526.450 	11.4565 	-650.814 	476.597 	
3551.00 	80.0400 	-702.550 	525.920 	-4.42101 	-639.396 	465.362 	
3554.00 	79.2900 	-701.960 	525.380 	-4.42101 	-639.396 	465.362 	
3558.00 	78.4800 	-701.350 	524.830 	-4.42101 	-639.396 	465.362 	
3562.00 	77.6600 	-700.710 	524.230 	-4.42101 	-639.396 	465.362 	
3567.00 	76.7600 	-700.010 	523.580 	-4.42101 	-639.396 	465.362 	
3570.00 	75.8100 	-699.260 	522.910 	-21.3560 	-626.501 	453.172 	
3574.00 	74.8400 	-698.500 	522.180 	-21.3560 	-626.501 	453.172 	
3578.00 	73.7900 	-697.700 	521.450 	-21.3560 	-626.501 	453.172 	
3583.00 	72.7300 	-696.850 	520.670 	-21.3560 	-626.501 	453.172 	
3586.00 	71.6300 	-695.970 	519.840 	-21.3560 	-626.501 	453.172 	
3590.00 	70.4600 	-695.050 	519.030 	-21.3560 	-626.501 	453.172 	
3594.00 	69.2400 	-694.110 	518.170 	-21.3560 	-626.501 	453.172 	
3598.00 	67.9900 	-693.120 	517.270 	-37.6810 	-613.069 	441.132 	
3602.00 	66.6900 	-692.080 	516.330 	-37.6810 	-613.069 	441.132 	
3606.00 	65.3700 	-691.020 	515.350 	-37.6810 	-613.069 	441.132 	
3611.00 	63.9900 	-689.920 	514.350 	-37.6810 	-613.069 	441.132 	
3614.00 	62.5700 	-688.780 	513.320 	-37.6810 	-613.069 	441.132 	
3618.00 	61.1300 	-687.600 	512.220 	-53.3835 	-601.243 	429.867 	
3622.00 	59.6600 	-686.400 	511.130 	-53.3835 	-601.243 	429.867 	
3626.00 	58.1400 	-685.170 	510.020 	-53.3835 	-601.243 	429.867 	
3632.00 	56.5700 	-683.910 	508.890 	-53.3835 	-601.243 	429.867 	
3635.00 	54.9800 	-682.610 	507.720 	-53.3835 	-601.243 	429.867 	
3639.00 	53.3400 	-681.260 	506.500 	-53.3835 	-601.243 	429.867 	
3642.00 	51.6800 	-679.890 	505.270 	-70.7310 	-587.105 	417.112 	
3646.00 	49.9700 	-678.500 	504.010 	-70.7310 	-587.105 	417.112 	
3650.00 	48.2300 	-677.080 	502.720 	-70.7310 	-587.105 	417.112 	
3655.00 	46.4800 	-675.630 	501.410 	-70.7310 	-587.105 	417.112 	
3659.00 	44.6900 	-674.140 	500.070 	-70.7310 	-587.105 	417.112 	
3662.00 	42.8700 	-672.640 	498.740 	-70.7310 	-587.105 	417.112 	
3667.00 	41.0300 	-671.110 	497.370 	-87.5785 	-574.734 	405.117 	
3671.00 	39.1600 	-669.540 	495.950 	-87.5785 	-574.734 	405.117 	
3675.00 	37.2500 	-667.950 	494.530 	-87.5785 	-574.734 	405.117 	
3679.00 	35.3400 	-666.340 	493.080 	-87.5785 	-574.734 	405.117 	
3684.00 	33.3800 	-664.690 	491.620 	-87.5785 	-574.734 	405.117 	
3687.00 	31.4000 	-663.020 	490.160 	-87.5785 	-574.734 	405.117 	
3691.00 	29.4100 	-661.330 	488.660 	-104.476 	-562.034 	393.002 	
3695.00 	27.3800 	-659.610 	487.140 	-104.476 	-562.034 	393.002 	
3699.00 	25.3200 	-657.880 	485.630 	-104.476 	-562.034 	393.002 	
3703.00 	23.2700 	-656.130 	484.070 	-104.476 	-562.034 	393.002 	
3707.00 	21.1800 	-654.340 	482.500 	-104.476 	-562.034 	393.002 	
3711.00 	19.0500 	-652.540 	480.900 	-104.476 	-562.034 	393.002 	
3715.00 	16.9100 	-650.720 	479.270 	-122.394 	-547.775 	379.927 	
3719.00 	14.7400 	-648.870 	477.630 	-122.394 	-547.775 	379.927 	
3723.00 	12.5700 	-647.010 	475.980 	-122.394 	-547.775 	379.927 	
3727.00 	10.4000 	-645.150 	474.330 	-122.394 	-547.775 	379.927 	
3731.00 	8.19000 	-643.270 	472.680 	-122.394 	-547.775 	379.927 	
3735.00 	5.98000 	-641.370 	471.010 	-122.394 	-547.775 	379.927 	
3739.00 	3.75000 	-639.460 	469.310 	-122.394 	-547.775 	379.927 	
3743.00 	1.48000 	-637.530 	467.620 	-139.466 	-534.442 	367.542 	
3747.00 	-0.810000 	-635.590 	465.940 	-139.466 	-534.442 	367.542 	
3751.00 	-3.09000 	-633.640 	464.220 	-139.466 	-534.442 	367.542 	
3755.00 	-5.39000 	-631.680 	462.520 	-139.466 	-534.442 	367.542 	
3759.00 	-7.71000 	-629.700 	460.800 	-139.466 	-534.442 	367.542 	
3763.00 	-10.0200 	-627.700 	459.030 	-139.466 	-534.442 	367.542 	
3768.00 	-12.3500 	-625.700 	457.260 	-157.801 	-521.409 	354.612 	
3771.00 	-14.7100 	-623.690 	455.520 	-157.801 	-521.409 	354.612 	
3777.00 	-17.0800 	-621.680 	453.740 	-157.801 	-521.409 	354.612 	
3780.00 	-19.4400 	-619.660 	451.960 	-157.801 	-521.409 	354.612 	
3784.00 	-21.8200 	-617.620 	450.190 	-157.801 	-521.409 	354.612 	
3788.00 	-24.2100 	-615.580 	448.390 	-157.801 	-521.409 	354.612 	
3792.00 	-26.6000 	-613.540 	446.590 	-175.124 	-508.024 	342.087 	
3795.00 	-29.0000 	-611.490 	444.810 	-175.124 	-508.024 	342.087 	
3800.00 	-31.4200 	-609.420 	442.990 	-175.124 	-508.024 	342.087 	
3804.00 	-33.8200 	-607.360 	441.180 	-175.124 	-508.024 	342.087 	
3808.00 	-36.2500 	-605.280 	439.360 	-175.124 	-508.024 	342.087 	
3812.00 	-38.7000 	-603.200 	437.540 	-175.124 	-508.024 	342.087 	
3816.00 	-41.1400 	-601.140 	435.740 	-193.451 	-493.540 	328.742 	
3820.00 	-43.6000 	-599.060 	433.930 	-193.451 	-493.540 	328.742 	
3824.00 	-46.0800 	-596.950 	432.090 	-193.451 	-493.540 	328.742 	
3828.00 	-48.5500 	-594.860 	430.250 	-193.451 	-493.540 	328.742 	
3832.00 	-51.0400 	-592.770 	428.420 	-193.451 	-493.540 	328.742 	
3836.00 	-53.5300 	-590.670 	426.580 	-193.451 	-493.540 	328.742 	
3840.00 	-56.0000 	-588.570 	424.730 	-211.901 	-479.597 	315.492 	
3844.00 	-58.5000 	-586.460 	422.880 	-211.901 	-479.597 	315.492 	
3848.00 	-61.0300 	-584.340 	421.030 	-211.901 	-479.597 	315.492 	
3852.00 	-63.5400 	-582.210 	419.150 	-211.901 	-479.597 	315.492 	
3856.00 	-66.0600 	-580.080 	417.270 	-211.901 	-479.597 	315.492 	
3860.00 	-68.6200 	-577.930 	415.400 	-211.901 	-479.597 	315.492 	
3864.00 	-71.1700 	-575.790 	413.520 	-229.924 	-465.381 	302.377 	
3868.00 	-73.7400 	-573.630 	411.620 	-229.924 	-465.381 	302.377 	
3872.00 	-76.2900 	-571.480 	409.750 	-229.924 	-465.381 	302.377 	
3876.00 	-78.8400 	-569.340 	407.860 	-229.924 	-465.381 	302.377 	
3880.00 	-81.4300 	-567.160 	405.950 	-229.924 	-465.381 	302.377 	
3884.00 	-84.0300 	-564.980 	404.040 	-229.924 	-465.381 	302.377 	
3888.00 	-86.6100 	-562.830 	402.150 	-249.401 	-449.979 	288.192 	
3892.00 	-89.2100 	-560.640 	400.230 	-249.401 	-449.979 	288.192 	
3897.00 	-91.8400 	-558.440 	398.310 	-249.401 	-449.979 	288.192 	
3900.00 	-94.4900 	-556.240 	396.380 	-249.401 	-449.979 	288.192 	
3904.00 	-97.1200 	-554.040 	394.430 	-249.401 	-449.979 	288.192 	
3909.00 	-99.7400 	-551.810 	392.490 	-249.401 	-449.979 	288.192 	
3912.00 	-102.380 	-549.600 	390.560 	-268.864 	-434.724 	274.057 	
3917.00 	-105.020 	-547.390 	388.610 	-268.864 	-434.724 	274.057 	
3921.00 	-107.700 	-545.160 	386.670 	-268.864 	-434.724 	274.057 	
3925.00 	-110.350 	-542.930 	384.730 	-268.864 	-434.724 	274.057 	
3930.00 	-113.020 	-540.680 	382.760 	-268.864 	-434.724 	274.057 	
3933.00 	-115.720 	-538.420 	380.790 	-268.864 	-434.724 	274.057 	
3938.00 	-118.430 	-536.170 	378.830 	-289.529 	-419.005 	259.187 	
3941.00 	-121.120 	-533.900 	376.850 	-289.529 	-419.005 	259.187 	
3945.00 	-123.820 	-531.630 	374.880 	-289.529 	-419.005 	259.187 	
3949.00 	-126.520 	-529.370 	372.910 	-289.529 	-419.005 	259.187 	
3953.00 	-129.250 	-527.080 	370.930 	-289.529 	-419.005 	259.187 	
3957.00 	-131.970 	-524.780 	368.940 	-289.529 	-419.005 	259.187 	
3961.00 	-134.710 	-522.490 	366.940 	-311.169 	-403.348 	243.847 	
3965.00 	-137.480 	-520.180 	364.940 	-311.169 	-403.348 	243.847 	
3969.00 	-140.250 	-517.850 	362.920 	-311.169 	-403.348 	243.847 	
3973.00 	-143.000 	-515.530 	360.880 	-311.169 	-403.348 	243.847 	
3977.00 	-145.770 	-513.190 	358.840 	-311.169 	-403.348 	243.847 	
3981.00 	-148.560 	-510.840 	356.810 	-311.169 	-403.348 	243.847 	
3986.00 	-151.340 	-508.500 	354.760 	-333.616 	-386.369 	227.722 	
3989.00 	-154.130 	-506.140 	352.680 	-333.616 	-386.369 	227.722 	
3993.00 	-156.970 	-503.770 	350.620 	-333.616 	-386.369 	227.722 	
3997.00 	-159.810 	-501.400 	348.560 	-333.616 	-386.369 	227.722 	
4001.00 	-162.620 	-498.990 	346.440 	-333.616 	-386.369 	227.722 	
4006.00 	-165.460 	-496.580 	344.320 	-333.616 	-386.369 	227.722 	
4009.00 	-168.330 	-494.180 	342.230 	-357.086 	-367.958 	210.672 	
4013.00 	-171.200 	-491.760 	340.110 	-357.086 	-367.958 	210.672 	
4019.00 	-174.100 	-489.330 	337.990 	-357.086 	-367.958 	210.672 	
4021.00 	-177.000 	-486.900 	335.870 	-357.086 	-367.958 	210.672 	
4025.00 	-179.880 	-484.450 	333.730 	-357.086 	-367.958 	210.672 	
4029.00 	-182.800 	-481.990 	331.580 	-357.086 	-367.958 	210.672 	
4034.00 	-185.740 	-479.540 	329.430 	-373.301 	-354.681 	198.732 	
4037.00 	-188.680 	-477.040 	327.240 	-373.301 	-354.681 	198.732 	
4042.00 	-191.630 	-474.550 	325.040 	-373.301 	-354.681 	198.732 	
4046.00 	-194.610 	-472.060 	322.860 	-373.301 	-354.681 	198.732 	
4050.00 	-197.590 	-469.530 	320.630 	-373.301 	-354.681 	198.732 	
4054.00 	-200.590 	-467.000 	318.410 	-373.301 	-354.681 	198.732 	
4059.00 	-203.600 	-464.460 	316.170 	-375.529 	-349.238 	196.047 	
4062.00 	-206.620 	-461.900 	313.910 	-375.529 	-349.238 	196.047 	
4066.00 	-209.660 	-459.350 	311.660 	-375.529 	-349.238 	196.047 	
4070.00 	-212.700 	-456.770 	309.390 	-375.529 	-349.238 	196.047 	
4074.00 	-215.730 	-454.190 	307.100 	-375.529 	-349.238 	196.047 	
4078.00 	-218.790 	-451.600 	304.830 	-375.529 	-349.238 	196.047 	
4082.00 	-221.860 	-449.000 	302.540 	-373.074 	-351.429 	197.907 	
4087.00 	-224.880 	-446.410 	300.250 	-373.074 	-351.429 	197.907 	
4090.00 	-227.920 	-443.820 	297.970 	-373.074 	-351.429 	197.907 	
4094.00 	-230.960 	-441.220 	295.670 	-373.074 	-351.429 	197.907 	
4098.00 	-234.000 	-438.650 	293.400 	-373.074 	-351.429 	197.907 	
4102.00 	-237.030 	-436.070 	291.110 	-373.074 	-351.429 	197.907 	
4106.00 	-239.990 	-433.520 	288.830 	-376.196 	-352.698 	196.712 	
4110.00 	-242.940 	-430.990 	286.560 	-376.196 	-352.698 	196.712 	
4114.00 	-245.910 	-428.470 	284.330 	-376.196 	-352.698 	196.712 	
4119.00 	-248.850 	-425.970 	282.100 	-376.196 	-352.698 	196.712 	
4122.00 	-251.760 	-423.490 	279.870 	-376.196 	-352.698 	196.712 	
4126.00 	-254.650 	-421.050 	277.680 	-376.196 	-352.698 	196.712 	
4130.00 	-257.490 	-418.660 	275.520 	-376.894 	-352.607 	196.337 	
4135.00 	-260.300 	-416.310 	273.390 	-376.894 	-352.607 	196.337 	
4138.00 	-263.090 	-413.990 	271.270 	-376.894 	-352.607 	196.337 	
4142.00 	-265.850 	-411.720 	269.180 	-376.894 	-352.607 	196.337 	
4146.00 	-268.540 	-409.510 	267.120 	-376.894 	-352.607 	196.337 	
4151.00 	-271.230 	-407.350 	265.120 	-376.894 	-352.607 	196.337 	
4154.00 	-273.870 	-405.240 	263.130 	-375.459 	-353.586 	197.337 	
4158.00 	-276.440 	-403.190 	261.180 	-375.459 	-353.586 	197.337 	
4162.00 	-279.020 	-401.180 	259.270 	-375.459 	-353.586 	197.337 	
4167.00 	-281.560 	-399.200 	257.370 	-375.459 	-353.586 	197.337 	
4171.00 	-284.030 	-397.310 	255.510 	-375.459 	-353.586 	197.337 	
4175.00 	-286.460 	-395.470 	253.700 	-375.459 	-353.586 	197.337 	
4178.00 	-288.870 	-393.670 	251.910 	-375.459 	-353.586 	197.337 	
4184.00 	-291.270 	-391.930 	250.170 	-376.846 	-352.819 	196.422 	
4187.00 	-293.600 	-390.240 	248.460 	-376.846 	-352.819 	196.422 	
4191.00 	-295.890 	-388.610 	246.800 	-376.846 	-352.819 	196.422 	
4195.00 	-298.160 	-387.010 	245.170 	-376.846 	-352.819 	196.422 	
4199.00 	-300.400 	-385.460 	243.560 	-376.846 	-352.819 	196.422 	
4203.00 	-302.590 	-383.970 	241.990 	-376.846 	-352.819 	196.422 	
4207.00 	-304.720 	-382.530 	240.450 	-376.454 	-352.884 	196.637 	
4211.00 	-306.810 	-381.150 	238.950 	-376.454 	-352.884 	196.637 	
4215.00 	-308.840 	-379.820 	237.490 	-376.454 	-352.884 	196.637 	
4219.00 	-310.820 	-378.540 	236.050 	-376.454 	-352.884 	196.637 	
4223.00 	-312.760 	-377.330 	234.670 	-376.454 	-352.884 	196.637 	
4227.00 	-314.660 	-376.140 	233.320 	-376.454 	-352.884 	196.637 	
4232.00 	-316.530 	-375.010 	232.000 	-375.474 	-353.543 	197.317 	
4236.00 	-318.340 	-373.910 	230.720 	-375.474 	-353.543 	197.317 	
4239.00 	-320.110 	-372.860 	229.470 	-375.474 	-353.543 	197.317 	
4243.00 	-321.840 	-371.860 	228.260 	-375.474 	-353.543 	197.317 	
4247.00 	-323.530 	-370.910 	227.090 	-375.474 	-353.543 	197.317 	
4251.00 	-325.180 	-369.990 	225.960 	-375.474 	-353.543 	197.317 	
4258.00 	-326.780 	-369.110 	224.850 	-376.256 	-352.767 	196.702 	
4259.00 	-328.350 	-368.270 	223.790 	-376.256 	-352.767 	196.702 	
4264.00 	-329.890 	-367.450 	222.750 	-376.256 	-352.767 	196.702 	
4268.00 	-331.390 	-366.680 	221.750 	-376.256 	-352.767 	196.702 	
4271.00 	-332.840 	-365.930 	220.780 	-376.256 	-352.767 	196.702 	
4275.00 	-334.250 	-365.230 	219.850 	-376.256 	-352.767 	196.702 	
4279.00 	-335.610 	-364.560 	218.940 	-373.961 	-351.148 	197.382 	
4284.00 	-336.960 	-363.910 	218.060 	-373.961 	-351.148 	197.382 	
4289.00 	-338.260 	-363.290 	217.230 	-373.961 	-351.148 	197.382 	
4292.00 	-339.510 	-362.710 	216.410 	-373.961 	-351.148 	197.382 	
4296.00 	-340.740 	-362.150 	215.630 	-373.961 	-351.148 	197.382 	
4300.00 	-341.950 	-361.620 	214.870 	-373.961 	-351.148 	197.382 	
4304.00 	-343.100 	-361.120 	214.140 	-373.709 	-350.728 	197.387 	
4309.00 	-344.210 	-360.650 	213.440 	-373.709 	-350.728 	197.387 	
4312.00 	-345.310 	-360.190 	212.770 	-373.709 	-350.728 	197.387 	
4317.00 	-346.360 	-359.770 	212.130 	-373.709 	-350.728 	197.387 	
4320.00 	-347.370 	-359.360 	211.490 	-373.709 	-350.728 	197.387 	
4325.00 	-348.370 	-358.960 	210.900 	-373.709 	-350.728 	197.387 	
4328.00 	-349.320 	-358.580 	210.310 	-376.024 	-352.001 	196.597 	
4332.00 	-350.240 	-358.230 	209.760 	-376.024 	-352.001 	196.597 	
4336.00 	-351.130 	-357.890 	209.220 	-376.024 	-352.001 	196.597 	
4340.00 	-351.980 	-357.560 	208.710 	-376.024 	-352.001 	196.597 	
4344.00 	-352.810 	-357.240 	208.220 	-376.024 	-352.001 	196.597 	
4348.00 	-353.610 	-356.940 	207.740 	-376.024 	-352.001 	196.597 	
4352.00 	-354.400 	-356.630 	207.280 	-375.519 	-353.413 	197.257 	
4357.00 	-355.160 	-356.350 	206.850 	-375.519 	-353.413 	197.257 	
4360.00 	-355.880 	-356.080 	206.440 	-375.519 	-353.413 	197.257 	
4364.00 	-356.570 	-355.830 	206.040 	-375.519 	-353.413 	197.257 	
4368.00 	-357.240 	-355.600 	205.650 	-375.519 	-353.413 	197.257 	
4373.00 	-357.890 	-355.370 	205.290 	-375.519 	-353.413 	197.257 	
4376.00 	-358.510 	-355.150 	204.920 	-375.834 	-353.543 	197.137 	
4380.00 	-359.110 	-354.950 	204.580 	-375.834 	-353.543 	197.137 	
4384.00 	-359.690 	-354.770 	204.260 	-375.834 	-353.543 	197.137 	
4388.00 	-360.250 	-354.600 	203.950 	-375.834 	-353.543 	197.137 	
4392.00 	-360.810 	-354.430 	203.650 	-375.834 	-353.543 	197.137 	
4396.00 	-361.340 	-354.270 	203.360 	-375.834 	-353.543 	197.137 	
4400.00 	-361.860 	-354.140 	203.090 	-375.706 	-353.755 	197.262 	
4404.00 	-362.370 	-354.010 	202.830 	-375.706 	-353.755 	197.262 	
4408.00 	-362.850 	-353.870 	202.560 	-375.706 	-353.755 	197.262 	
4412.00 	-363.320 	-353.750 	202.320 	-375.706 	-353.755 	197.262 	
4416.00 	-363.770 	-353.640 	202.080 	-375.706 	-353.755 	197.262 	
4420.00 	-364.220 	-353.530 	201.860 	-375.706 	-353.755 	197.262 	
4424.00 	-364.650 	-353.440 	201.650 	-375.001 	-354.404 	197.802 	
4429.00 	-365.050 	-353.360 	201.450 	-375.001 	-354.404 	197.802 	
4434.00 	-365.450 	-353.290 	201.260 	-375.001 	-354.404 	197.802 	
4437.00 	-365.830 	-353.220 	201.080 	-375.001 	-354.404 	197.802 	
4441.00 	-366.210 	-353.170 	200.910 	-375.001 	-354.404 	197.802 	
4446.00 	-366.570 	-353.110 	200.740 	-375.001 	-354.404 	197.802 	
4449.00 	-366.900 	-353.060 	200.570 	-374.901 	-354.508 	197.882 	
4453.00 	-367.220 	-353.030 	200.410 	-374.901 	-354.508 	197.882 	
4457.00 	-367.540 	-353.000 	200.280 	-374.901 	-354.508 	197.882 	
4461.00 	-367.840 	-352.980 	200.130 	-374.901 	-354.508 	197.882 	
4465.00 	-368.140 	-352.950 	199.990 	-374.901 	-354.508 	197.882 	
4469.00 	-368.430 	-352.930 	199.870 	-374.901 	-354.508 	197.882 	
4473.00 	-368.710 	-352.910 	199.760 	-374.981 	-353.538 	197.562 	
4477.00 	-368.980 	-352.890 	199.640 	-374.981 	-353.538 	197.562 	
4482.00 	-369.240 	-352.890 	199.530 	-374.981 	-353.538 	197.562 	
4486.00 	-369.480 	-352.880 	199.430 	-374.981 	-353.538 	197.562 	
4489.00 	-369.710 	-352.880 	199.330 	-374.981 	-353.538 	197.562 	
4494.00 	-369.930 	-352.890 	199.250 	-374.981 	-353.538 	197.562 	
4497.00 	-370.140 	-352.890 	199.160 	-375.801 	-353.677 	197.192 	
4501.00 	-370.350 	-352.900 	199.090 	-375.801 	-353.677 	197.192 	
4505.00 	-370.550 	-352.910 	199.010 	-375.801 	-353.677 	197.192 	
4509.00 	-370.740 	-352.920 	198.940 	-375.801 	-353.677 	197.192 	
4513.00 	-370.920 	-352.940 	198.870 	-375.801 	-353.677 	197.192 	
4518.00 	-371.090 	-352.950 	198.800 	-375.801 	-353.677 	197.192 	
4521.00 	-371.250 	-352.970 	198.740 	-376.396 	-352.664 	196.602 	
4525.00 	-371.410 	-352.990 	198.680 	-376.396 	-352.664 	196.602 	
4529.00 	-371.560 	-353.010 	198.630 	-376.396 	-352.664 	196.602 	
4534.00 	-371.710 	-353.020 	198.580 	-376.396 	-352.664 	196.602 	
